N ORDEN,N CAMARA,BARRIOS,SINIESTRO,DIRECCION SINIESTRO,FECHA,HORA,CODIGO PARTICIPANTES,CODIGOS CAUSAS,SEMAFOROS,,,,
223,153,San Juan,1,Colon y Olazabal,12/03/23,18:54:00,M,NSD,FALTA SUPERVISAR,,,,
224,391,El Progreso,1,J. P. Ramos y Tripulante Del Fournier,13/03/23,07:35:00,CTA/P,D,FALTA SUPERVISAR,,,,
225,46,San Jose,1,J.B. Justo y Salta,13/03/23,07:51:00,A/M,NSD,FALTA SUPERVISAR,,,,
226,433,Malvinas Argentinas,1,Libertad y Calaza,13/03/23,17:37:00,A/M,D,FALTA SUPERVISAR,,,,
227,675,Termas Huinco,1,Triunvirato y Tripulantes Del Fournier,14/03/23,07:42:00,A/A,NR,NO,,,,
228,493,Alfar,1,Toscana y Magrasi,14/03/23,16:10:00,A/M,NSD,FALTA SUPERVISAR,,,,
229,334,Jorge Newbery,1,Colon y Portugal,14/03/23,18:06:00,M/B,NSD,FALTA SUPERVISAR,,,,
230,77,Don Emilio,1,Ruta 88 e Irala,14/03/23,20:26:00,COL/A,NSD,FALTA SUPERVISAR,,,,
231,61,Puerto,1,De los Trabajadores y Gaboto,15/03/23,14:32:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
232,557,San Jose,1,Catamarca y Saavedra,16/03/23,17:16:00,M/M,D,FALTA SUPERVISAR,,,,
233,581,Centro,1,Independencia y Moreno,16/03/23,21:29:00,A/M,G,FALTA SUPERVISAR,,,,
234,246,Libertad,1,Luro y Tarantino,17/03/23,23:31:00,A/M,NSD,FALTA SUPERVISAR,,,,
235,425,San Jose,1,J.J. Paso y Espana,17/03/23,04:45:00,A/M,NR,NO,,,,
236,376,San Carlos,1,J.J. Paso y Buenos Aires,18/03/23,07:57:00,A/M,NSD,FALTA SUPERVISAR,,,,
237,22,Coronel Dorrego,1,Colon y P. Albarracin,19/03/23,02:11:00,A/M,NSD,FALTA SUPERVISAR,,,,
238,482,Don Bosco,1,Belgrano y Espana,19/03/23,07:49:00,M,P,FALTA SUPERVISAR,,,,
239,447,Bernardino Rivadavia,1,Jara y Almafuerte,20/03/23,10:01:00,A/M,NSD,FALTA SUPERVISAR,,,,
240,509,Estacion Norte,1,Italia y 3 De Febrero,20/03/23,12:16:00,A/P,NSD,FALTA SUPERVISAR,,,,
241,70,San Carlos,1,J.J. Paso y Alsina,20/03/23,12:38:00,A/CAM,NR,NO,,,,
242,44,Bosque Alegre,1,J.B. Justo y Algarrobos,20/03/23,13:38:00,A/M,NSD,FALTA SUPERVISAR,,,,
243,256,Parque Luro,1,C. Tejedor y Rio Negro,20/03/23,16:57:00,A/P,D,FALTA SUPERVISAR,,,,
244,366,Las Avenidas,1,J.B. Justo y Marti,20/03/23,18:00:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
245,328,Jorge Newbery,1,Luro y Venezuela,20/03/23,22:05:00,M/B,NSD,FALTA SUPERVISAR,,,,
246,145,Santa Monica,1,J.B. Justo y Francia,21/03/23,12:36:00,A/M,NSD,FALTA SUPERVISAR,,,,
247,596,Centro,1,Luro e Independencia,21/03/23,13:02:00,M/P,VS,FALTA SUPERVISAR,,,,
248,596,Centro,1,Luro e Independencia,21/03/23,18:10:00,M/B,D,FALTA SUPERVISAR,,,,
249,809,Los Andes,1,Luro y Mexico,22/03/23,13:19:00,A/A/A,NSD,FALTA SUPERVISAR,,,,
250,317,Lopez de Gomara,1,Acosta y Bradley,22/03/23,13:15:00,M/B,NSD,FALTA SUPERVISAR,,,,
251,243,Parque Independencia,1,Aut. Jorge Newbery y Granville,22/03/23,17:20:00,A/M,NSD,FALTA SUPERVISAR,,,,
252,366,Las Avenidas,1,Juan B. Justo y Sarmiento,23/03/23,13:00:00,A/P,NSD,FALTA SUPERVISAR,,,,
253,586,Los Andes,1,Alvarado y Champagnat,23/03/23,13:03:00,A/P,NSD,FALTA SUPERVISAR,,,,
254,401,Bosque Grande,1,Fortunato de la Plaza y R. Inda,23/03/23,14:03:00,A/M,EV,FALTA SUPERVISAR,,,,
255,572,Malvinas Argentinas,1,A. Alio y 3 de Febrero,23/03/23,19:12:00,A/M,EV,FALTA SUPERVISAR,,,,
256,62,FlorencioSanchez,1,A. Argentina y B. Linch,24/03/23,00:36:00,A/B,NSD,FALTA SUPERVISAR,,,,
257,586,Los Andes,1,Colon y Champagnat,24/03/23,07:45:00,A/M,P,FALTA SUPERVISAR,,,,
258,675,Termas Huinco,1,Tripulantes Del Fournier y Triunvirato,25/03/23,09:06:00,A/M,NR,NO,,,,
259,244,Juramento,1,M. Bravo y Bermejo,25/03/23,14:33:00,M/M,NSD,FALTA SUPERVISAR,,,,
260,407,Primera Junta,1,Almafuerte y Corrientes,25/03/23,20:39:00,A/A,NSD,FALTA SUPERVISAR,,,,
261,215,Las Dos Marias,1,Ruta 88 y F. De la Plaza,26/03/23,01:50:00,A/B,NR,SI,,,,
262,347,Los Pinares,1,Arenal y Guerra,26/03/23,07:04:00,M,NSD,FALTA SUPERVISAR,,,,
263,54,Coronel Dorrego,1,Luro A. Alio,26/03/23,16:19:00,A,NSD,FALTA SUPERVISAR,,,,
264,79,El Progreso,1,Fortunato de la Plaza y Villar,26/03/23,18:09:00,A/M,NSD,FALTA SUPERVISAR,,,,
265,273,Punta Mogotes,1,M. Bravo y De Andrea,26/03/23,21:02:00,A/M,MR,FALTA SUPERVISAR,,,,
266,138,Villa Primera,1,Berutti y Juncal,27/03/23,09:50:00,A/A,NSD,FALTA SUPERVISAR,,,,
267,226,Las Dos Marias,1,Ruta 88 y F. Canaro,27/03/23,15:00:00,A/B,NSD,FALTA SUPERVISAR,,,,
268,532,Libertad,1,Moreno y Leguizamon,27/03/23,15:19:00,M/COL,NSD,FALTA SUPERVISAR,,,,
269,416,General Pueyrredon,1,Genova y Udine,27/03/23,15:46:00,A/M,NSD,FALTA SUPERVISAR,,,,
270,506,Parque Luro,1,Patagones y Cardiel,27/03/23,16:57:00,A/P,NR,NO,,,,
271,139,Villa Primera,1,Zabala y Berutti,27/03/23,18:51:00,A/M,D,FALTA SUPERVISAR,,,,
272,448,Bernardino Rivadavia,1,Jara y Garay,28/03/23,08:28:00,A/P,NSD,FALTA SUPERVISAR,,,,
273,57,Centro,1,Luro e H. Yrigoyen,28/03/23,14:54:00,A/P,D,FALTA SUPERVISAR,,,,
274,133,Caisamar,1,Constitucion y R. Palma,28/03/23,22:17:00,CTA/M,G,FALTA SUPERVISAR,,,,
275,700,San Juan,1,Independencia y Colon,28/03/23,23:47:00,A/M,VS,FALTA SUPERVISAR,,,,
276,406,Santa Monica,1,Polonia y Magallanes,29/03/23,07:28:00,A/B,NSD,FALTA SUPERVISAR,,,,
277,372,San Carlos,1,Gral. Paz y J.B. Justo,29/03/23,09:32:00,A/M,EV,FALTA SUPERVISAR,,,,
278,282,Colinas Peralta Ramos,1,Fortunato de la Plaza y Beltrami,29/03/23,11:23:00,A/M,NR,SI,,,,
279,262,Parque Luro,1,F.U. Camet y Berutti,29/03/23,13:20:00,A/P,NSD,FALTA SUPERVISAR,,,,
280,685,Felix U. Camet,1,Ruta 11 y central,29/03/23,15:56:00,A,NSD,FALTA SUPERVISAR,,,,
281,24,San Cayetano,1,Colon y Coronel Suarez,29/03/23,19:05:00,A/A,NSD,FALTA SUPERVISAR,,,,
282,45,Peralta Ramos Oeste,1,J.B. Justo y Dorrego,29/03/23,23:42:00,A/M,NSD,FALTA SUPERVISAR,,,,
283,706,Villa Primera,1,Luro y Champagnat,30/03/23,06:11:00,M,EV,FALTA SUPERVISAR,,,,
284,314,Libertad,1,LibertaD y Rauch,30/03/23,19:11:00,A/M,NSD,FALTA SUPERVISAR,,,,
285,668,Regional,1,Peña y Champagnat,31/03/23,07:27:00,CTA/M,D,FALTA SUPERVISAR,,,,
286,159,Coronel Dorrego,1,Luro y Calaza,31/03/23,12:36:00,C/M,FV,FALTA SUPERVISAR,,,,
287,84,Bernardino Rivadavia,1,Alvarado y Chile,31/03/23,12:57:00,M,PC,FALTA SUPERVISAR,,,,
288,324,General Pueyrredon,1,Polonia y Fortunato de la Plaza,01/04/23,04:47:00,A/M,NSD,FALTA SUPERVISAR,,,,
289,358,Villa Lourdes,1,Juan B. Justo y Edison,01/04/23,07:36:00,B/B,PC,FALTA SUPERVISAR,,,,
290,340,Termas Huinco,1,Republica Del Libano y Colon,01/04/23,13:08:00,CAM/B,NSD,FALTA SUPERVISAR,,,,
291,146,San Jose,1,J.B. Justo e H. Yrigoyen,01/04/23,15:23:00,CTA/M,D,FALTA SUPERVISAR,,,,
292,137,Villa Primera,1,Libertad y Malvinas,01/04/23,16:33:00,A/M,NSD,FALTA SUPERVISAR,,,,
293,61,Puerto,1,12 de Octubre y De los TrabajaDores,01/04/23,21:42:00,A/M,NSD,FALTA SUPERVISAR,,,,
294,130,Los Pinares,1,Zabala y Alio,02/04/23,13:33:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
295,205,Lomas de Stella Maris,1,Alsina y Bvd. P.P. Ramos,02/04/23,19:24:00,A/M,NSD,FALTA SUPERVISAR,,,,
296,22,Coronel Dorrego,1,A. Alio y Colon,02/04/23,19:19:00,M,PC,FALTA SUPERVISAR,,,,
297,56,Centro,1,Luro y Catamarca,03/04/23,12:31:00,A/P,D,FALTA SUPERVISAR,,,,
298,684,Aeroparque,1,Ruta 2 y Rotonda del Aeropuerto,03/04/23,13:06:00,CTA,PC,FALTA SUPERVISAR,,,,
299,344,San Cayetano,1,Luro y David Ortega,03/04/23,15:55:00,M,PC,FALTA SUPERVISAR,,,,
300,525,San Cayetano,1,Tres Arroyos y Belgrano,03/04/23,18:34:00,A/B,NSD,FALTA SUPERVISAR,,,,
301,246,Libertad,1,Luro y Tarantino,04/04/23,08:27:00,CTA,EV,FALTA SUPERVISAR,,,,
302,478,Plaza Mitre,1,Independencia y Rawson,04/04/23,09:35:00,A/P,NSD,FALTA SUPERVISAR,,,,
303,122,El Gaucho,1,Champagnat y Matheu,04/04/23,10:04:00,A/M,NSD,FALTA SUPERVISAR,,,,
304,269,Jardin de Peralta Ramos,1,M. Bravo y Luis Piedrabuena,04/04/23,11:44:00,A/P,EV,FALTA SUPERVISAR,,,,
305,210,El Progreso,1,Fortunato de la Plaza y Dellepiane,04/04/23,13:26:00,A/M,NSD,FALTA SUPERVISAR,,,,
306,122,El Gaucho,1,Champagnat y J.B. Justo,04/04/23,15:11:00,A/M,NSD,FALTA SUPERVISAR,,,,
307,476,San Jose,1,Independencia y Gral Roca,04/04/23,17:04:00,A/P,NSD,FALTA SUPERVISAR,,,,
308,144,Santa Monica,1,J.B. Justo y Ratery,05/04/23,07:24:00,A/B,NSD,FALTA SUPERVISAR,,,,
309,56,Centro,1,Catamarca y Luro,05/04/23,14:50:00,A/P,NR,SI,,,,
310,700,San Juan,1,Colon y Jujuy,05/04/23,16:08:00,A/M,NSD,FALTA SUPERVISAR,,,,
311,81,Villa Primera,1,Bronzini e Ituzaingo,05/04/23,18:05:00,A/M,NSD,FALTA SUPERVISAR,,,,
312,477,San Jose,1,Independencia y Avellaneda,05/04/23,20:02:00,M,NSD,FALTA SUPERVISAR,,,,
313,139,Villa Primera,1,Zabala y Berutti,06/04/23,16:05:00,A/M,NR,NO,,,,
314,112,Playa Grande,1,L. Alem y San Lorenzo,06/04/23,17:02:00,A/M,NR,NO,,,,
315,423,Bernardino Rivadavia,1,Italia y R. Peña,06/04/23,17:38:00,A/M,NR,NO,,,,
316,150,Bernardino Rivadavia,1,Bronzini e Rawson,06/04/23,21:38:00,A/CAM,NSD,FALTA SUPERVISAR,,,,
317,108,Macrocentro,1,Colon y Arenales,06/04/23,23:30:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
318,151,San Jose,1,R. Peña y San Luis,07/04/23,12:37:00,A/B,NSD,FALTA SUPERVISAR,,,,
319,213,Villa Evita,1,Fortunato de la Plaza y De Los Inmigrantes,07/04/23,14:16:00,A/A,NSD,FALTA SUPERVISAR,,,,
320,405,Bosque Grande,1,Vertiz y Magnasco,07/04/23,20:55:00,A/A,NSD,FALTA SUPERVISAR,,,,
321,256,Parque Luro,1,Tejedor y Rio Negro,08/04/23,01:01:00,A/A,G,FALTA SUPERVISAR,,,,
322,130,Los Pinares,1,Zaballa y Della Paolera,09/04/23,11:34:00,A/M,NSD,FALTA SUPERVISAR,,,,
323,649,Lomas del Golf,1,Ant. Argentina y Chuyantuya,09/04/23,20:42:00,A/A,EV,FALTA SUPERVISAR,,,,
324,483,Don Bosco,1,Colon y Chaco,10/04/23,08:00:00,A/M,NSD,FALTA SUPERVISAR,,,,
325,586,Los Andes,1,Champagnat y Belgrano,10/04/23,12:20:00,M,PC,FALTA SUPERVISAR,,,,
326,282,Colinas Peralta Ramos,1,Fortunato de la Plaza y Bermejo,10/04/23,15:23:00,A/M,NSD,FALTA SUPERVISAR,,,,
327,305,Jorge Newbery,1,Luro y Bolivia,10/04/23,16:57:00,M/B,G,FALTA SUPERVISAR,,,,
328,544,Centro,1,La Rioja y Rivadavia,10/04/23,17:21:00,A/M,D,FALTA SUPERVISAR,,,,
329,8,San Juan,1,Alvarado y Olazabal,11/04/23,08:06:00,A/CAM,NSD,FALTA SUPERVISAR,,,,
330,125,Nueve de Julio,1,Libertad y Champagnat,11/04/23,16:31:00,A/M,NSD,FALTA SUPERVISAR,,,,
331,279,Termas Huinco,1,Carasa y Edison,11/04/23,20:44:00,A/M,NSD,FALTA SUPERVISAR,,,,
332,369,San Carlos,1,L. Alem y Ohiggins,11/04/23,22:21:00,COL,PC,FALTA SUPERVISAR,,,,
333,633,Bosque Grande,1,Vertiz y Heguilor,12/04/23,04:15:00,CTA,NSD,FALTA SUPERVISAR,,,,
334,596,Centro,1,Luro e Independencia,12/04/23,13:11:00,M/M,NSD,FALTA SUPERVISAR,,,,
335,366,Las Avenidas,1,J.B. Justo y Tucuman,12/04/23,17:34:00,A/P,NSD,FALTA SUPERVISAR,,,,
336,483,Don Bosco,1,Colon y Chaco,12/04/23,17:41:00,A/CAM,NSD,FALTA SUPERVISAR,,,,
337,67,San Jose,1,J. J. Paso y Salta,13/04/23,13:44:00,A/M,D,FALTA SUPERVISAR,,,,
338,132,Caisamar,1,Constitucion y Milan,13/04/23,15:58:00,M/B,NSD,FALTA SUPERVISAR,,,,
339,80,Macrocentro,1,Belgrano y Buenos Aires,13/04/23,22:34:00,COL/A,VS,FALTA SUPERVISAR,,,,
340,401,Bosque Grande,1,Fortunato de la Plaza y Mc Gaul,14/04/23,12:56:00,A/M,NSD,FALTA SUPERVISAR,,,,
341,586,Los Andes,1,Colon y Champagnat,14/04/23,16:47:00,A/M,NSD,FALTA SUPERVISAR,,,,
342,655,Villa Lourdes,1,Cerrito y Hernandarias,15/04/23,17:19:00,A/A,NSD,FALTA SUPERVISAR,,,,
343,538,Los Andes,1,M. Acosta y San Martin,15/04/23,18:45:00,A/P,NSD,FALTA SUPERVISAR,,,,
344,390,El Progreso,1,J. P. Ramos y Azopardo,15/04/23,20:46:00,A/M,NSD,FALTA SUPERVISAR,,,,
345,243,Parque Independencia,1,Auto. J. Newbery y F. Sarmiento,15/04/23,20:55:00,A/M,NSD,FALTA SUPERVISAR,,,,
346,543,Centro,1,Rivadavia y Catamarca,16/04/23,03:59:00,A/A,NSD,FALTA SUPERVISAR,,,,
347,700,San Juan,1,Independencia y Bolivar,16/04/23,09:06:00,M/B,D,FALTA SUPERVISAR,,,,
348,68,San Jose,1,Dorrego y J.J. Paso,17/04/23,08:58:00,A/B,NR,NO,,,,
349,79,El Progreso,1,Fortunato de la Plaza y F.Sanchez,17/04/23,10:56:00,A/CAM,NSD,FALTA SUPERVISAR,,,,
350,125,Nueve de Julio,1,Champagnat y Libertad,18/04/23,08:59:00,M,NSD,FALTA SUPERVISAR,,,,
351,122,El Gaucho,1,J.B. Justo y Champagnat,18/04/23,09:55:00,A/M,NSD,FALTA SUPERVISAR,,,,
352,382,Puerto,1,12 de Octubre y Bermejo,18/04/23,11:38:00,A/M,NSD,FALTA SUPERVISAR,,,,
353,56,Centro,1,Luro y Catamarca,19/04/23,10:23:00,A/M,VS,FALTA SUPERVISAR,,,,
354,328,Jorge Newbery,1,Luro y Errea,19/04/23,12:57:00,A/M,D,FALTA SUPERVISAR,,,,
355,706,Villa Primera,1,Champagnat y 9 De Julio,19/04/23,17:02:00,A/M,NSD,FALTA SUPERVISAR,,,,
356,702,San Jose,1,Independencia y Juan B. Justo,20/04/23,11:36:00,M/P,VS,FALTA SUPERVISAR,,,,
357,62,FlorencioSanchez,1,Ant. Argentina y G.Lorca,20/04/23,12:17:00,CTA/CAM,NSD,FALTA SUPERVISAR,,,,
358,254,Caisamar,1,Constitucion y R. Rojas,20/04/23,14:02:00,A/CAM,D,FALTA SUPERVISAR,,,,
359,478,Plaza Mitre,1,INSDepeNSDencia y Gascon,21/04/23,06:17:00,A/M,VS,FALTA SUPERVISAR,,,,
360,360,Termas Huinco,1,Juramento y Triunvirato,21/04/23,09:22:00,A/M,EV,FALTA SUPERVISAR,,,,
361,203,Macrocentro,1,Colon y Olavarria,21/04/23,16:57:00,A/M,D,FALTA SUPERVISAR,,,,
362,308,Playa Grande,1,P. Volpe y R. Peña,22/04/23,05:32:00,A/A,NSD,FALTA SUPERVISAR,,,,
363,314,Libertad,1,Libertad y Tandil,22/04/23,06:05:00,A,PC,FALTA SUPERVISAR,,,,
364,117,Don Bosco,1,San Juan y Belgrano,23/04/23,05:37:00,A/A,NR,SI,,,,
365,298,Florencio Sanchez,1,Dellepiane y Puan,23/04/23,08:28:00,A/A,NR,NO,,,,
366,291,Cerrito Sur,1,Fortunato de la Plaza y Marti,24/04/23,06:39:00,A/B,NSD,FALTA SUPERVISAR,,,,
367,478,Plaza Mitre,1,Independencia y Garay,24/04/23,11:34:00,M/P,NSD,FALTA SUPERVISAR,,,,
368,485,Los Andes,1,Colon y Tierra Del Fuego,24/04/23,23:53:00,A/M,NSD,FALTA SUPERVISAR,,,,
369,77,Don Emilio,1,Ruta 88 y Vertiz,25/04/23,08:48:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
370,404,General Pueyrredon,1,Brumana y Genova,25/04/23,09:46:00,M,NSD,FALTA SUPERVISAR,,,,
371,366,Las Avenidas,1,J.B. Justo y Galicia,25/04/23,16:03:00,A/CAM,NSD,FALTA SUPERVISAR,,,,
372,585,Centro,1,Colon y Catamarca,26/04/23,08:11:00,A/M/P,NSD,FALTA SUPERVISAR,,,,
373,247,Grosellar,1,Carballo y Zacagnini,26/04/23,10:42:00,M,NSD,FALTA SUPERVISAR,,,,
374,244,Juramento,1,M. Bravo y Juramento,26/04/23,13:31:00,A/M,NSD,FALTA SUPERVISAR,,,,
375,135,Bernardino Rivadavia,1,Jara y General Roca,26/04/23,15:04:00,A/M,NSD,FALTA SUPERVISAR,,,,
376,819,Parque Camet,1,Ruta 11 y Cannes,26/04/23,18:39:00,M,NSD,FALTA SUPERVISAR,,,,
377,132,Caisamar,1,Constitucion y Belgica,27/04/23,15:24:00,M/M,NSD,FALTA SUPERVISAR,,,,
378,366,Las Avenidas,1,J.B. Justo y Marti,27/04/23,16:15:00,M/M,NSD,FALTA SUPERVISAR,,,,
379,499,Zacagnini,1,F.U. Camet y Beltran,27/04/23,20:21:00,A/CAMAB,NSD,FALTA SUPERVISAR,,,,
380,279,Termas Huinco,1,Edison y Arana Goiri,28/04/23,06:31:00,A/M,NSD,FALTA SUPERVISAR,,,,
381,470,Santa Rita,1,De los Inmigrantes y O. Zarate,28/04/23,10:15:00,M/M,NSD,FALTA SUPERVISAR,,,,
382,485,Los Andes,1,Colon y Malvinas,28/04/23,13:04:00,A/M,NR,NO,,,,
383,79,El Progreso,1,J. P. Ramos y F. De la Plaza,28/04/23,17:00:00,M/COL,D,FALTA SUPERVISAR,,,,
384,132,Caisamar,1,Constitucion y De La Paollera,28/04/23,18:15:00,P,NSD,FALTA SUPERVISAR,,,,
385,293,El Progreso,1,Fortunato de la Plaza y Agote,30/04/23,05:18:00,A/M,NSD,FALTA SUPERVISAR,,,,
386,376,San Carlos,1,Paso y Buenos Aires,30/04/23,19:06:00,A/A,NR,NO,,,,
387,366,Las Avenidas,1,Juan B. Justo y Agote,30/04/23,19:23:00,A/M,D,FALTA SUPERVISAR,,,,
388,76,Cerrito San Salvador,1,Vertiz y Cerrito,30/04/23,22:54:00,A/M,EV,FALTA SUPERVISAR,,,,
389,447,Bernardino Rivadavia,1,Jara y Rawson,01/05/23,03:03:00,A/A/A,A,FALTA SUPERVISAR,,,,
390,411,San Jose,1,Hipolito Yrigoyen y Vieytes,01/05/23,12:59:00,A/M,NSD,FALTA SUPERVISAR,,,,
391,145,Santa Monica,1,J.B. Justo y Primero De Mayo,01/05/23,21:11:00,A/A,VS,FALTA SUPERVISAR,,,,
392,30,Parque Luro,1,Constitucion y Chubut,01/05/23,21:58:00,A/M,NSD,FALTA SUPERVISAR,,,,
393,49,Villa Primera,1,Jara y Libertad,01/05/23,23:02:00,A/M,VS,FALTA SUPERVISAR,,,,
394,580,Los Troncos,1,Olavarria y Avellaneda,02/05/23,09:12:00,A/P,NSD,FALTA SUPERVISAR,,,,
395,306,Playa Grande,1,Quintana y Bvd. P.P. Ramos,02/05/23,10:38:00,A/B,NSD,FALTA SUPERVISAR,,,,
396,29,Parque Luro,1,Constitucion y Derqui,02/05/23,10:55:00,M,EV,FALTA SUPERVISAR,,,,
397,139,Villa Primera,1,Zabala y French,02/05/23,12:20:00,M,NSD,FALTA SUPERVISAR,,,,
398,365,Primera Junta,1,Juan B. Justo y Entre Rios,02/05/23,13:28:00,M/B,G,FALTA SUPERVISAR,,,,
399,29,Parque Luro,1,Constitucion y F.U. Camet,02/05/23,13:29:00,A/CAM,D,FALTA SUPERVISAR,,,,
400,693,Don Emilio,1,Rosales y Canessa,02/05/23,20:07:00,A/M,NSD,FALTA SUPERVISAR,,,,
401,78,Bosque Grande,1,Talcahuano y San Salvador,03/05/23,10:27:00,A/CAM,NR,NO,,,,
402,153,San Juan,1,Colon y 20 De Septiembre,03/05/23,12:08:00,A/P,NSD,FALTA SUPERVISAR,,,,
403,132,Caisamar,1,Constitucion y De la Paolera,03/05/23,13:41:00,M,NSD,FALTA SUPERVISAR,,,,
404,202,La Perla,1,independencia y 11 de Septiembre,03/05/23,22:04:00,A/A,IC,FALTA SUPERVISAR,,,,
405,23,Don Bosco,1,Colon y Neuquen,04/05/23,08:31:00,A/B,NSD,FALTA SUPERVISAR,,,,
406,399,Bernardino Rivadavia,1,Chile y Uruguay,04/05/23,08:54:00,A/CAM,NSD,FALTA SUPERVISAR,,,,
407,103,Macrocentro,1,Colon y Buenos Aires,04/05/23,16:03:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
408,123,Belisario Roldan,1,Juan B. Justo y Alio,04/05/23,19:14:00,A/M,NSD,FALTA SUPERVISAR,,,,
409,77,Don Emilio,1,Vertiz y Tetamanti,05/05/23,07:58:00,A/M,NSD,FALTA SUPERVISAR,,,,
410,153,San Juan,1,Colon y 20 De Septiembre,05/05/23,08:07:00,A/M,NSD,FALTA SUPERVISAR,,,,
411,490,Los Andes,1,Alberti y Bronzini,05/05/23,10:25:00,A/M,NR,NO,,,,
412,585,Centro,1,Colon y La Rioja,05/05/23,12:13:00,A/P,D,FALTA SUPERVISAR,,,,
413,134,Caisamar,1,Constitucion y Lasalle,05/05/23,12:41:00,CTA/M,NR,NO,,,,
414,508,La Perla,1,Libertad y Jujuy ,05/05/23,14:17:00,A/M,EV,FALTA SUPERVISAR,,,,
415,227,General Belgrano,1,C. Gardel y Ayolas,05/05/23,20:12:00,CTA/M,NSD,FALTA SUPERVISAR,,,,
416,700,San Juan,1,Independencia y Ate. Brown,05/05/23,20:20:00,?,NSD,FALTA SUPERVISAR,,,,
417,462,Fortunato de la Plaza,1,Fortunato de la Plaza y UDine,05/05/23,22:18:00,A/M,NSD,FALTA SUPERVISAR,,,,
418,284,Colinas Peralta Ramos,1,Edison y W. Morris,06/05/23,11:06:00,A/M,NSD,FALTA SUPERVISAR,,,,
419,478,Plaza Mitre,1,Independencia y Rawson,06/05/23,12:26:00,A/M,D,FALTA SUPERVISAR,,,,
420,21,San Juan,1,Colon y San Juan,07/05/23,03:01:00,A/A/A,NSD,FALTA SUPERVISAR,,,,
421,29,Parque Luro,1,Constitucion y F.U. Camet,08/05/23,03:11:00,A/M,IC,FALTA SUPERVISAR,,,,
422,217,Zacagnini,1,Beltran y Daglio,08/05/23,07:24:00,COL/A,NSD,FALTA SUPERVISAR,,,,
423,705,Centro,1,Bvd. P.P. Ramos y San Martin,08/05/23,13:37:00,MI/MI,NSD,FALTA SUPERVISAR,,,,
424,390,El Progreso,1,San Salvador y J. P. Ramos,08/05/23,18:13:00,A/M,NR,NO,,,,
425,78,El Progreso,1,Vertiz y Talcahuano,09/05/23,08:18:00,A/M,NSD,FALTA SUPERVISAR,,,,
426,291,Cerrito Sur,1,Fortunato de la Plaza y J. Marti,09/05/23,18:08:00,A/M,NR,NO,,,,
427,202,La Perla,1,Independencia y 11 de Septiembre,10/05/23,17:09:00,A/M,VS,FALTA SUPERVISAR,,,,
428,702,San Jose,1,J.B. Justo y 14 De Julio,11/05/23,08:20:00,M/TAXI,NSD,FALTA SUPERVISAR,,,,
429,449,Constitucion,1,Constitucion y B. Juarez,11/05/23,09:59:00,A/A,NR,NO,,,,
430,447,Bernardino Rivadavia,1,Jara y Saavedra,11/05/23,11:49:00,A/M,NSD,FALTA SUPERVISAR,,,,
431,262,Parque Luro,1,Beruti y F.U. Camet,11/05/23,15:13:00,A/A,NSD,FALTA SUPERVISAR,,,,
432,16,Belisario Roldan,1,Alvarado y P. Albarracin,11/05/23,17:00:00,M/B,NSD,FALTA SUPERVISAR,,,,
433,468,Santa Monica,1,12 de Octubre y Brumana,11/05/23,17:53:00,A/A,NSD,FALTA SUPERVISAR,,,,
434,2,Las Avenidas,1,Talcahuano y El Cano,12/05/23,08:27:00,A/M,NSD,FALTA SUPERVISAR,,,,
435,448,Bernardino Rivadavia,1,Jara y Castelli,12/05/23,08:27:00,B,NSD,FALTA SUPERVISAR,,,,
436,556,San Jose,1,Alvarado y San Luis,12/05/23,11:36:00,A/M,NSD,FALTA SUPERVISAR,,,,
437,341,Nueve de Julio,1,Libertad y P. Albarracin,13/05/23,03:54:00,A/A,A,FALTA SUPERVISAR,,,,
438,695,Virgen de Lujan,1,Constitucion y Ferrer,13/05/23,06:34:00,M,NSD,FALTA SUPERVISAR,,,,
439,485,Los Andes,1,Colon y Tierra Del Fuego,14/05/23,04:19:00,A/M,NSD,FALTA SUPERVISAR,,,,
440,477,San Jose,1,Independencia y Avellaneda,14/05/23,08:43:00,POLICIA/A,VS,FALTA SUPERVISAR,,,,
441,226,Las Dos Marias,1,Ruta 88 y Puan,15/05/23,04:08:00,A/M,NSD,FALTA SUPERVISAR,,,,
442,117,Don Bosco,1,Belgrano y Funes,15/05/23,07:43:00,A/B,NSD,FALTA SUPERVISAR,,,,
443,420,San Jose,1,Alvarado y Dorrego,15/05/23,12:31:00,A/CAM,NR,NO,,,,
444,294,Cerrito San Salvador,1,Fortunato de la Plaza y Gianelli,16/05/23,11:13:00,A/B,G,FALTA SUPERVISAR,,,,
445,78,El Progreso,1,Talcahuano y San Salvador,16/05/23,13:49:00,A/CAM,NR,NO,,,,
446,479,San Jose,1,Independencia y Matheu,16/05/23,14:57:00,M/M,VS,FALTA SUPERVISAR,,,,
447,528,Coronel Dorrego,1,Belgrano y Alio,16/05/23,18:47:00,CTA/CAM,EV,FALTA SUPERVISAR,,,,
448,477,San Jose,1,Independencia y Castelli,16/05/23,21:46:00,A/CAM,NSD,FALTA SUPERVISAR,,,,
