Real,Evento,año,mes,Tipo de Evento,Origen,N.º Cámara,Cámaras,Direccion 0,Direccion,Resultado,CIUDAD,PROVINCIA,PAIS,ENLACE,Longitud y Latitud,,,
7945,1,2023,3,Robo/Hurto Automotor,CATE 911,293,CON,De La Plaza,Roque Saenz Pena,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,De La Plaza y Roque Saenz Pena , Buenos Aires , Argentina,-38.040599, -57.5771098
8013,1,2023,3,Robo/Hurto Automotor,CATE 911,666,CON,Dutto,Guanahani,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Dutto y Guanahani , Buenos Aires , Argentina,-38.043638, -57.5557705
8165,1,2023,4,Robo/Hurto Automotor,CATE 911,35,CON,De La Plaza Fortunato,Giacomo Matteotti,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,De La Plaza Fortunato y Giacomo Matteotti , Buenos Aires , Argentina,-38.036624, -57.5823727
8185,1,2023,4,Robo/Hurto Automotor,CATE 911,352,CON,General Manuel N. Savio,Doce de 10,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,General Manuel N. Savio y Doce de 10 , Buenos Aires , Argentina,-38.027851, -57.5701584
8203,1,2023,4,Robo/Hurto Automotor,CATE 911,404,CON,Polonia,Genova,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Polonia y Genova , Buenos Aires , Argentina,-38.023376, -57.6069329
8206,1,2023,4,Robo/Hurto Automotor,CATE 911,323,CON,Avenida Victorio Tetamanti,Calabria,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Victorio Tetamanti y Calabria , Buenos Aires , Argentina,-38.017478, -57.6198932
8253,1,2023,4,Robo/Hurto Automotor,CATE 911,391,CON,Jacinto Peralta Ramos,Hipolito Bouchard,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jacinto Peralta Ramos y Hipolito Bouchard , Buenos Aires , Argentina,-38.029220, -57.58346
8269,1,2023,4,Robo/Hurto Automotor,COM,324,CON,Polonia,Tripulantes Del Fournier,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Polonia y Tripulantes Del Fournier , Buenos Aires , Argentina,-38.020590, -57.6035938
8280,1,2023,4,Robo/Hurto Automotor,CPM,44,CON,Doce de Octubre,Reforma Universitaria,No Asiste,Mar del Plata,Buenos Aires,Argentina,Doce de Octubre y Reforma Universitaria , Buenos Aires , Argentina,-38.002978, -57.5923995
8282,1,2023,4,Robo/Hurto Automotor,CATE 911,366,CON,Avenida Juan B. Justo,Alejandro Fleming,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Alejandro Fleming , Buenos Aires , Argentina,-38.028354, -57.5586371
8322,1,2023,4,Robo/Hurto Automotor,CATE 911,339,CON,Champagnat,Alvarado Rudecindo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Champagnat y Alvarado Rudecindo , Buenos Aires , Argentina,-37.991873, -57.5909153
8332,1,2023,4,Robo/Hurto Automotor,CATE 911,577,CON,Bravo Mario,Avenida Victorio Tetamanti,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Bravo Mario y Avenida Victorio Tetamanti , Buenos Aires , Argentina,-38.020857, -57.6239556
8336,1,2023,4,Robo/Hurto Automotor,CATE 911,305,CON,Avenida Pedro Luro,Brasil,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Brasil , Buenos Aires , Argentina,-37.968508, -57.6054788
8339,1,2023,4,Robo/Hurto Automotor,CATE 911,279,CON,Tomas Alva Edison,Eduardo G. Carasa,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tomas Alva Edison y Eduardo G. Carasa , Buenos Aires , Argentina,-38.052473, -57.5613839
8351,1,2023,4,Robo/Hurto Automotor,CATE 911,339,CON,Champagnat,Alvarado Rudecindo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Champagnat y Alvarado Rudecindo , Buenos Aires , Argentina,-37.991873, -57.5909153
8410,1,2023,4,Robo/Hurto Automotor,CATE 911,391,CON,Jacinto Peralta Ramos,Arana Y Goiri,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jacinto Peralta Ramos y Arana Y Goiri , Buenos Aires , Argentina,-38.029220, -57.58346
8412,1,2023,4,Robo/Hurto Automotor,CATE 911,438,CON,Juan Bautista Alberdi,Entre Rios,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan Bautista Alberdi y Entre Rios , Buenos Aires , Argentina,-37.999160, -57.5424627
8418,1,2023,4,Robo/Hurto Automotor,CATE 911,639,CON,Calle 513,Calle 36,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Calle 513 y Calle 36 , Buenos Aires , Argentina,-38.111105, -57.6064479
8423,1,2023,4,Robo/Hurto Automotor,CATE 911,210,CON,De La Plaza Fortunato,Juana Manso,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,De La Plaza Fortunato y Juana Manso , Buenos Aires , Argentina,-38.034699, -57.5849654
8460,1,2023,4,Robo/Hurto Automotor,CATE 911,661,CON,Dorrego,Veinticinco de 05,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Dorrego y Veinticinco de 05 , Buenos Aires , Argentina,-37.987541, -57.5881438
8477,1,2023,4,Robo/Hurto Automotor,CATE 911,339,CON,Victoriano E. Montes,General 07 Argentino Roca,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Victoriano E. Montes y General 07 Argentino Roca , Buenos Aires , Argentina,-37.991873, -57.5909153
8488,1,2023,4,Robo/Hurto Automotor,CATE 911,159,CON,Avenida Pedro Luro,Jose M. Calaza Coronel,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Jose M. Calaza Coronel , Buenos Aires , Argentina,-37.971686, -57.5996104
8511,1,2023,4,Robo/Hurto Automotor,CATE 911,144,CON,Avenida Juan B. Justo,San Juan,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y San Juan , Buenos Aires , Argentina,-38.012322, -57.5800793
8568,1,2023,4,Robo/Hurto Automotor,CATE 911,300,CON,Calabria,Roque Saenz Peña,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calabria y Roque Saenz Peña , Buenos Aires , Argentina,-38.039951, -57.5799177
8653,1,2023,4,Robo/Hurto Automotor,CATE 911,339,CON,Santiago Del Estero,Falucho,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Santiago Del Estero y Falucho , Buenos Aires , Argentina,-37.991873, -57.5909153
8729,1,2023,4,Robo/Hurto Automotor,CATE 911,23,CON,Avenida Colon,Francia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Francia , Buenos Aires , Argentina,-37.99124, -57.57432
8756,1,2023,4,Robo/Hurto Automotor,CATE 911,526,CON,Moreno,Gamal Abdel Nasser,No Asiste,Mar del Plata,Buenos Aires,Argentina,Moreno y Gamal Abdel Nasser , Buenos Aires , Argentina,-37.98046, -57.59103
8762,1,2023,4,Robo/Hurto Automotor,CATE 911,692,CON,O'higgins,Mendoza,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,O'higgins y Mendoza , Buenos Aires , Argentina,-38.031494, -57.5503102
8818,1,2023,4,Robo/Hurto Automotor,CATE 911,538,CON,Moreno,Victoriano E. Montes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Moreno y Victoriano E. Montes , Buenos Aires , Argentina,-37.981645, -57.5821487
8862,1,2023,4,Robo/Hurto Automotor,CATE 911,272,CON,Bravo Mario,Pescadores,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Bravo Mario y Pescadores , Buenos Aires , Argentina,-38.064580, -57.5658831
8909,1,2023,4,Robo/Hurto Automotor,CATE 911,741,CON,Avenida Colon,Juan F. Czetz Coronel,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Juan F. Czetz Coronel , Buenos Aires , Argentina,-37.974940, -57.60648
8932,1,2023,4,Robo/Hurto Automotor,CATE 911,338,CON,Avenida Colon,Champagnat,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Colon y Champagnat , Buenos Aires , Argentina,-37.985010, -57.58599
8966,1,2023,4,Robo/Hurto Automotor,CATE 911,666,CON,Guanahani,Rondeau,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Guanahani y Rondeau , Buenos Aires , Argentina,-38.043638, -57.5557705
9053,1,2023,4,Robo/Hurto Automotor,CATE 911,304,CON,Avenida Pedro Luro,Ramon Carrillo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Ramon Carrillo , Buenos Aires , Argentina,-37.957950, -57.6266578
9062,1,2023,4,Robo/Hurto Automotor,CATE 911,451,CON,Ricardo Rojas,Joaquina Acevedo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ricardo Rojas y Joaquina Acevedo , Buenos Aires , Argentina,-37.952635, -57.5657246
9073,1,2023,4,Robo/Hurto Automotor,CATE 911,128,CON,Tres Arroyos,Primera Junta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tres Arroyos y Primera Junta , Buenos Aires , Argentina,-37.992662, -57.5980671
9093,1,2023,4,Robo/Hurto Automotor,CATE 911,63,CON,Mario Bravo,Diagonal Cesar Gascon,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Mario Bravo y Diagonal Cesar Gascon , Buenos Aires , Argentina,-38.052827, -57.5815795
9190,1,2023,4,Robo/Hurto Automotor,ORIGEN DIFERIDO,661,CON,Champagnat,Esteban Gascon,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Champagnat y Esteban Gascon , Buenos Aires , Argentina,-37.987541, -57.5881438
9271,1,2023,4,Robo/Hurto Automotor,CATE 911,390,CON,San Salvador,Mariano Castex,No Asiste,Mar del Plata,Buenos Aires,Argentina,San Salvador y Mariano Castex , Buenos Aires , Argentina,-38.027150, -57.5810893
9285,1,2023,4,Robo/Hurto Automotor,CATE 911,329,CON,Portugal,Veinticinco de Mayo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Portugal y Veinticinco de Mayo , Buenos Aires , Argentina,-37.964103, -57.6145542
9351,1,2023,4,Robo/Hurto Automotor,CATE 911,581,CON,Avenida Independencia,Moreno,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Independencia y Moreno , Buenos Aires , Argentina,-37.997962, -57.5542638
9374,1,2023,4,Robo/Hurto Automotor,CATE 911,57,CON,Avenida Pedro Luro,Hipolito Yrigoyen,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Hipolito Yrigoyen , Buenos Aires , Argentina,-37.997093, -57.5491867
9419,1,2023,4,Robo/Hurto Automotor,CATE 911,661,CON,San Martin,La Pampa,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Martin y La Pampa , Buenos Aires , Argentina,-37.987541, -57.5881438
9439,1,2023,4,Robo/Hurto Automotor,CATE 911,529,CON,Paraguay,Balcarce,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Paraguay y Balcarce , Buenos Aires , Argentina,-37.963847, -57.6059138
9453,1,2023,4,Robo/Hurto Automotor,CATE 911,624,CON,Juana Manso,Hipolito Bouchard,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Juana Manso y Hipolito Bouchard , Buenos Aires , Argentina,-38.029913, -57.5808377
9468,1,2023,4,Robo/Hurto Automotor,CATE 911,367,CON,Martin Miguel De Guemes,Pringles,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Martin Miguel De Guemes y Pringles , Buenos Aires , Argentina,-38.031497, -57.5545189
9505,1,2023,4,Robo/Hurto Automotor,CATE 911,520,CON,Diagonal Pueyrredon,Bolivar,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Diagonal Pueyrredon y Bolivar , Buenos Aires , Argentina,-37.99928, -57.55387
9543,1,2023,4,Robo/Hurto Automotor,CATE 911,145,CON,Avenida Juan B. Justo,Primero de Mayo,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Primero de Mayo , Buenos Aires , Argentina,-38.006956, -57.5871294
9566,1,2023,4,Robo/Hurto Automotor,CATE 911,469,CON,Reforma Universitaria Bis,Ortiz De Zarate,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Reforma Universitaria Bis y Ortiz De Zarate , Buenos Aires , Argentina,-38.005719, -57.5957701
9582,1,2023,4,Robo/Hurto Automotor,CATE 911,459,CON,Vieytes,Corrientes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Vieytes y Corrientes , Buenos Aires , Argentina,-38.033221, -57.5799064
9719,1,2023,4,Robo/Hurto Automotor,CATE 911,436,CON,Avenida Pedro Luro,Cordoba,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Cordoba , Buenos Aires , Argentina,-37.998513, -57.546153
9805,1,2023,4,Robo/Hurto Automotor,CATE 911,435,CON,Santiago Del Estero,Juan Bautista Alberdi,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Santiago Del Estero y Juan Bautista Alberdi , Buenos Aires , Argentina,-37.999956, -57.5459363
9847,1,2023,4,Robo/Hurto Automotor,CATE 911,661,CON,Champagnat,Esteban Gascon,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Champagnat y Esteban Gascon , Buenos Aires , Argentina,-37.987541, -57.5881438
9864,1,2023,4,Robo/Hurto Automotor,CATE 911,304,CON,Avenida Pedro Luro,Mario Abel Amaya Diputado,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Mario Abel Amaya Diputado , Buenos Aires , Argentina,-37.957950, -57.6266578
9867,1,2023,4,Robo/Hurto Automotor,CATE 911,513,CON,Juan Martin Zabala Monseñor,San Jose De Calasanz,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan Martin Zabala Monseñor y San Jose De Calasanz , Buenos Aires , Argentina,-37.961815, -57.578702
9878,1,2023,4,Robo/Hurto Automotor,CATE 911,652,CON,Mariano Castex,Soler Miguel,No Asiste,Mar del Plata,Buenos Aires,Argentina,Mariano Castex y Soler Miguel , Buenos Aires , Argentina,-38.027888, -57.57544
9879,1,2023,4,Robo/Hurto Automotor,CATE 911,519,CON,Hipolito Yrigoyen,Nueve de Julio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Hipolito Yrigoyen y Nueve de Julio , Buenos Aires , Argentina,-37.995449, -57.5478602
9881,1,2023,4,Robo/Hurto Automotor,CATE 911,258,CON,Ituzaingo,Avenida Juan Hector Jara,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ituzaingo y Avenida Juan Hector Jara , Buenos Aires , Argentina,-37.978244, -57.5639149
9978,1,2023,4,Robo/Hurto Automotor,CATE 911,504,CON,Avenida Constitucion,Chubut,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Constitucion y Chubut , Buenos Aires , Argentina,-37.967634, -57.5495718
10192,1,2023,4,Robo/Hurto Automotor,ORIGEN DIFERIDO,46,CON,Avenida Juan B. Justo,Veinte de Setiembre,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Veinte de Setiembre , Buenos Aires , Argentina,-38.016949, -57.5739063
10206,1,2023,4,Robo/Hurto Automotor,CATE 911,481,CON,Dorrego,Rawson,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Dorrego y Rawson , Buenos Aires , Argentina,-38.000573, -57.5649334
10208,1,2023,4,Robo/Hurto Automotor,CATE 911,412,CON,Avenida Juan B. Justo,Onesimo Leguizamon,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Onesimo Leguizamon , Buenos Aires , Argentina,-37.986349, -57.6143485
10310,1,2023,4,Robo/Hurto Automotor,CATE 911,30,CON,Avenida Constitucion,Ratery Ingeniero,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Constitucion y 07 Ratery Ingeniero , Buenos Aires , Argentina,-37.965546, -57.5534873
10319,1,2023,4,Robo/Hurto Automotor,CATE 911,79,CON,Jacinto Peralta Ramos,Eduardo G. Carasa,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jacinto Peralta Ramos y Eduardo G. Carasa , Buenos Aires , Argentina,-38.032577, -57.5876566
10407,1,2023,4,Robo/Hurto Automotor,CATE 911,596,CON,Avenida Pedro Luro,Salta,Detencion,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Salta , Buenos Aires , Argentina,-37.995545, -57.5522649
10413,1,2023,4,Robo/Hurto Automotor,CATE 911,60,CON,Avenida Pedro Luro,Senador Enzo Bordabehere,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Senador Enzo Bordabehere , Buenos Aires , Argentina,-37.978182, -57.5863716
10468,1,2023,4,Robo/Hurto Automotor,CATE 911,329,CON,Avenida Pedro Luro,Ecuador,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Ecuador , Buenos Aires , Argentina,-37.964103, -57.6145542
10474,1,2023,4,Robo/Hurto Automotor,CATE 911,396,CON,Moreno,Catamarca,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Moreno y Catamarca , Buenos Aires , Argentina,-37.981067, -57.6100177
10501,1,2023,4,Robo/Hurto Automotor,CATE 911,9,CON,Santa Fe,Castelli Juan Jose,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Santa Fe y Castelli Juan Jose , Buenos Aires , Argentina,-38.010838, -57.5533191
10533,1,2023,5,Robo/Hurto Automotor,CATE 911,705,CON,Buenos Aires,Rivadavia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Buenos Aires y Rivadavia , Buenos Aires , Argentina,-38.000949, -57.5415961
10580,1,2023,5,Robo/Hurto Automotor,CATE 911,250,CON,Los Granados,Cabrera,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Los Granados y Cabrera , Buenos Aires , Argentina,-37.923892, -57.5427289
10604,1,2023,5,Robo/Hurto Automotor,CATE 911,490,CON,Alberti,Malvinas,No Asiste,Mar del Plata,Buenos Aires,Argentina,Alberti y Malvinas , Buenos Aires , Argentina,-37.990403, -57.5849884
10632,1,2023,5,Robo/Hurto Automotor,CATE 911,256,CON,Carlos Tejedor,Rio Negro,Persecucion Y Perdida,Mar del Plata,Buenos Aires,Argentina,Carlos Tejedor y Rio Negro , Buenos Aires , Argentina,-37.973508, -57.5601005
10747,1,2023,5,Robo/Hurto Automotor,CATE 911,12,CON,Mario Bravo,Talcahuano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Mario Bravo y Talcahuano , Buenos Aires , Argentina,-38.044272, -57.5928084
10766,1,2023,5,Robo/Hurto Automotor,CATE 911,77,CON,Vertiz,Ruta 88,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Vertiz y Ruta 88 , Buenos Aires , Argentina,-38.006507, -57.6084355
10830,1,2023,5,Robo/Hurto Automotor,CATE 911,276,CON,De La Plaza,Luis Piedrabuena,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,De La Plaza y Luis Piedrabuena , Buenos Aires , Argentina,-38.059621, -57.5518873
10943,1,2023,5,Robo/Hurto Automotor,CATE 911,116,CON,Fitte,Ayolas,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Fitte y Ayolas , Buenos Aires , Argentina,-38.002141, -57.6004918
10967,1,2023,5,Robo/Hurto Automotor,CATE 911,373,CON,Roca,Paz,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Roca y Paz , Buenos Aires , Argentina,-38.031449, -57.5460357
11043,1,2023,5,Robo/Hurto Automotor,CATE 911,540,CON,Don Bosco,Belgrano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Don Bosco y Belgrano , Buenos Aires , Argentina,-37.990344, -57.5693109
11087,1,2023,5,Robo/Hurto Automotor,CATE 911,75,CON,Vertiz,Thomas A Edison,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Vertiz y Thomas A Edison , Buenos Aires , Argentina,-38.046970, -57.554795
11197,1,2023,5,Robo/Hurto Automotor,CATE 911,668,CON,Champagnat,San Lorenzo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Champagnat y San Lorenzo , Buenos Aires , Argentina,-37.994757, -57.5939323
11198,1,2023,5,Robo/Hurto Automotor,CATE 911,668,CON,Gascon,Misiones,No Asiste,Mar del Plata,Buenos Aires,Argentina,Gascon y Misiones , Buenos Aires , Argentina,-37.994757, -57.5939323
11246,1,2023,5,Robo/Hurto Automotor,CATE 911,21,CON,Avenida Colon,Funes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Colon y Funes , Buenos Aires , Argentina,-37.995328, -57.5663126
11266,1,2023,5,Robo/Hurto Automotor,CATE 911,582,CON,San Luis,San Martin,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Luis y San Martin , Buenos Aires , Argentina,-37.998955, -57.5479019
11488,1,2023,5,Robo/Hurto Automotor,CATE 911,130,CON,Floribelo Acosta,Zabala,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Floribelo Acosta y Zabala , Buenos Aires , Argentina,-37.956823, -57.5801545
11549,1,2023,5,Robo/Hurto Automotor,CATE 911,705,CON,Patricio Peralta Ramos,Rivadavia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Patricio Peralta Ramos y Rivadavia , Buenos Aires , Argentina,-38.000949, -57.5415961
11710,1,2023,5,Robo/Hurto Automotor,CATE 911,702,CON,Independencia,Vieytes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Independencia y Vieytes , Buenos Aires , Argentina,-38.018900, -57.5711611
11725,1,2023,5,Robo/Hurto Automotor,CATE 911,657,CON,Canata,Johanes Gutemberg,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Canata y Johanes Gutemberg , Buenos Aires , Argentina,-38.053189, -57.5725697
11791,1,2023,5,Robo/Hurto Automotor,CATE 911,571,CON,Alberti,Tucuman,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Alberti y Tucuman , Buenos Aires , Argentina,-38.009231, -57.5477932
12028,1,2023,5,Robo/Hurto Automotor,CATE 911,77,CON,Vertiz,Ruta 88,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Vertiz y Ruta 88 , Buenos Aires , Argentina,-38.006507, -57.6084355
12075,1,2023,5,Robo/Hurto Automotor,CATE 911,625,CON,Mario Bravo,Juramento,Detencion,Mar del Plata,Buenos Aires,Argentina,Mario Bravo y Juramento , Buenos Aires , Argentina,-38.057840, -57.57544
12114,1,2023,5,Robo/Hurto Automotor,CATE 911,622,CON,Juan B Justo,Fernandez,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan B Justo y Fernandez , Buenos Aires , Argentina,-37.996401, -57.6010993
12130,1,2023,5,Robo/Hurto Automotor,CATE 911,476,CON,Rodriguez Pena,Catamarca,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rodriguez Pena y Catamarca , Buenos Aires , Argentina,-38.009959, -57.5639469
12217,1,2023,5,Robo/Hurto Automotor,CATE 911,153,CON,Avenida Colon,Olazabal,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Colon y Olazabal , Buenos Aires , Argentina,-37.997898, -57.5612653
12251,1,2023,5,Robo/Hurto Automotor,CATE 911,147,CON,Juan B Justo,San Luis,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan B Justo y San Luis , Buenos Aires , Argentina,-38.022930, -57.5658417
