lat,lng,fecha,resultado,observaciones
-38.035406,-57.5910995,2023-01-01,Asiste Policia y Libera,Napoles
-37.93989,-57.55714,2023-01-01,Hallazgo Automotor,Anchorena
-37.994994,-57.5533841,2023-01-01,Asiste Policia y Libera,Belgrano
-37.976319,-57.590468,2023-01-01,Se Realiza Seguimiento del Evento,Venticinco de 05
-38.003574,-57.5431804,2023-01-01,Asiste Policia y Libera,Buenos Aires
-37.978019,-57.6005163,2023-01-01,Hallazgo Automotor,Tres Arroyos
-37.985725,-57.6095352,2023-01-01,Asiste Policia y Libera,Suarez
-37.960294,-57.6215874,2023-01-01,Asiste Policia y Libera,Rosario
-38.028269,-57.6038892,2023-01-01,Detencion,De Los Inmigrantes
-38.015697,-57.5614269,2023-01-01,Asiste Policia y Libera,Almafuerte
-37.96601,-57.62177,2023-01-01,Hallazgo Automotor,Bolivar
-38.00039,-57.55621,2023-01-01,Asiste Policia y Libera,Independencia
-37.993294,-57.5702898,2023-01-01,Asiste Policia y Libera,Italia
-37.971416,-57.5865058,2023-01-01,Asiste Policia y Libera,Bolivia
-38.044272,-57.5928084,2023-01-01,Asiste Policia y Libera,Benito Lynch
-37.990442,-57.5623817,2023-01-01,Detencion,Olazabal
-38.006021,-57.5805489,2023-01-01,Asiste Policia y Libera,Misiones
-37.997633,-57.5795038,2023-01-01,Se Realiza Seguimiento del Evento,Francia
-37.981638,-57.5751349,2023-01-01,Secuestro De Vehiculo,Peru
-37.9641,-57.61455,2023-01-01,Asiste Policia y Libera,Portugal
-37.98557,-57.558436,2023-01-01,Detencion,Balcarce
-37.986364,-57.5477995,2023-01-01,Se Realiza Seguimiento del Evento,French
-37.950177,-57.5749993,2023-01-01,Asiste Policia y Libera,Mariani
-38.032577,-57.5876566,2023-01-01,Asiste Policia y Libera,Manso
-37.953402,-57.577638,2023-01-01,Asiste Unidad Sanitaria y No Traslada,Constitucion
-37.996401,-57.6010993,2023-01-01,Asiste Policia y Libera,Tres Arroyos
-38.05266,-57.57156,2023-01-01,Asiste Policia y Libera,Don Orione
-38.029913,-57.5808377,2023-01-01,Persecucion Y Perdida,Azopardo
-38.02715,-57.5810893,2023-01-01,Hallazgo Automotor,Thomas A Edison
-37.998513,-57.546153,2023-01-01,Asiste Policia y Libera,Venticinco de 05
-37.993565,-57.5875485,2023-01-01,Asiste Policia y Libera,Tierra Del Fuego
-37.990442,-57.5623817,2023-01-01,Asiste Policia y Libera,San Juan
-38.044889,-57.5970282,2023-01-01,Asiste Unidad Sanitaria y Traslada,Luis Dellepiane
-37.961815,-57.578702,2023-01-01,Asiste Policia y Libera,Cardiel
-37.99733,-57.58228,2023-01-01,Asiste Unidad Sanitaria y Traslada,Marconi
-38.00929,-57.55202,2023-01-01,Se Realiza Seguimiento del Evento,Garay
-38.01497,-57.5650424,2023-01-01,Hallazgo Automotor,Bartolome Mitre
-37.980427,-57.5822796,2023-01-01,Detencion,Juncal
-38.003361,-57.5529726,2023-01-01,Asiste Policia y Libera,Bartolome Mitre
-37.997898,-57.5612653,2023-01-01,Asiste Policia y Libera,Veinte de Setiembre
-37.990403,-57.5849884,2023-01-01,Asiste Policia y Libera,Gascon
-38.003471,-57.5501622,2023-01-01,Asiste Policia y Libera,Moreno
-38.016492,-57.5827392,2023-01-01,Asiste Policia y Libera,Catorce de 07
-37.98557,-57.558436,2023-01-01,Asiste Policia y Libera,Once de 09
-37.992958,-57.5573939,2023-01-01,Asiste Policia y Libera,Guido
-37.998513,-57.546153,2023-01-01,Asiste Policia y Libera,Cordoba
-38.007212,-57.551756,2023-01-01,Detencion,Alberti
-38.045428,-57.5897238,2023-01-01,Asiste Policia y Libera,Talcahuano
-38.01283,-57.5450599,2023-01-01,Asiste Policia y Libera,Alsina
-37.960294,-57.6215874,2023-01-01,Asiste Policia y Libera,Trinidad Y Tobago
-37.996078,-57.5512087,2023-01-01,Persecucion Y Detencion,La Rioja
-38.02059,-57.6035938,2023-01-01,Asiste Policia y Libera,De La Plaza
-37.990158,-57.6030559,2023-01-01,Asiste Policia y Libera,Roca
-37.979096,-57.5984115,2023-01-01,Asiste Policia y Libera,Alte Brown
-38.026928,-57.562511,2023-01-01,Asiste Policia y Libera,Esteban Echeverria
-37.997962,-57.5542638,2023-01-01,No Asiste,Belgrano
-38.009231,-57.5477932,2023-01-01,Asiste Policia y Libera,Buenos Aires
-37.994994,-57.5533841,2023-01-01,Asiste Policia y Libera,Venticinco de 05
-38.011097,-57.592101,2023-01-01,Asiste Policia y Libera,Brumana
-38.045428,-57.5897238,2023-01-01,Asiste Policia y Libera,Agote
-38.026082,-57.6102046,2023-01-01,Hallazgo Automotor,William Morris
-38.060584,-57.5712209,2023-01-01,No Asiste,Calle 24
-38.011749,-57.5427843,2023-01-01,Asiste Policia y Libera,Alberti
-38.000949,-57.5415961,2023-01-01,Asiste Policia y Libera,Corrientes
-38.000537,-57.5491844,2023-01-01,Asiste Policia y Libera,Belgrano
-37.986859,-57.6061343,2023-01-01,Asiste Policia y Libera,Bahia Blanca
-38.003471,-57.5501622,2023-01-01,Asiste Policia y Libera,San Luis
-38.028269,-57.6038892,2023-01-01,Detencion,De Los Inmigrantes
-38.045428,-57.5897238,2023-01-01,No Asiste,Del Riego
-38.01209,-57.5641472,2023-01-01,Asiste Policia y Libera,Catamarca
-38.023376,-57.6069329,2023-01-01,Asiste Policia y Libera,Puan
-38.023376,-57.6069329,2023-01-01,Asiste Policia y Libera,Puan
-38.001464,-57.542916,2023-01-01,Detencion,Rivadavia
-38.006786,-57.5613468,2023-01-01,Secuestro De Vehiculo,Castelli
-38.02549,-57.5310174,2023-01-01,Asiste Policia y Libera,Rodriguez Pena
-38.015697,-57.5614269,2023-01-01,Secuestro De Vehiculo,Quintana
-37.985725,-57.6095352,2023-01-01,Asiste Policia y Libera,Suarez
-37.978957,-57.5715179,2023-01-01,Asiste Policia y Libera,Chile
-37.991243,-57.5743265,2023-01-01,Asiste Policia y Libera,Moreno
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,Guemes
-38.0189,-57.5711611,2023-01-01,Secuestro De Vehiculo,Solis
-37.99696,-57.54489,2023-01-01,Asiste Policia y Libera,Santa Fe
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,Olavarria
-38.018654,-57.6063838,2023-01-01,Asiste Policia y Libera,soler
-37.976319,-57.590468,2023-01-01,Asiste Policia y Libera,Pedro Luro
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,Guemes
-37.997093,-57.5491867,2023-01-01,Detencion,Hipolito Yrigoyen
-37.998553,-57.5689131,2023-01-01,Asiste Policia y Libera,Gascon
-37.983806,-57.5754804,2023-01-01,Asiste Policia y Libera,Mexico
-37.981392,-57.5443845,2023-01-01,Detencion,Beruti
-38.000949,-57.5415961,2023-01-01,Asiste Policia y Libera,Corrientes
-38.007212,-57.551756,2023-01-01,Hallazgo Automotor,Corrientes
-37.992875,-57.5643311,2023-01-01,Asiste Policia y Libera,Belgrano
-37.99916,-57.5424627,2023-01-01,Asiste Policia y Libera,Corrientes
-37.962936,-57.5853132,2023-01-01,Asiste Policia y Libera,Funes De Millan
-37.996752,-57.5475205,2023-01-01,Detencion,Bartolome Mitre
-38.038801,-57.5449921,2023-01-01,No Asiste,Thomas A Edison
-37.981067,-57.6100177,2023-01-01,Asiste Policia y Libera,Chilabert
-37.998955,-57.5479019,2023-01-01,No Asiste,San Martin
-37.992435,-57.6063614,2023-01-01,Secuestro De Vehiculo,Paula Albarracin
-38.01797,-57.58979,2023-01-01,Hallazgo Automotor,Guanahani
-37.996401,-57.6010993,2023-01-01,Asiste Policia y Libera,De Los Reservistas
-38.009959,-57.5639469,2023-01-01,Asiste Policia y Libera,La Rioja
-37.979914,-57.5877511,2023-01-01,Asiste Policia y Libera,Juan J Paso
-37.976644,-57.5964005,2023-01-01,Asiste Policia y Libera,Grecia
-38.017478,-57.6198932,2023-01-01,Asiste Policia y Libera,Johanes Gutemberg
-37.971686,-57.5996104,2023-01-01,Asiste Policia y Libera,Chilabert
-37.995328,-57.5663126,2023-01-01,Asiste Policia y Libera,San Martin
-37.997962,-57.5542638,2023-01-01,Asiste Policia y Libera,Belgrano
-37.965546,-57.5534873,2023-01-01,Asiste Policia y Libera,Chubut
-37.983852,-57.6022941,2023-01-01,Asiste Policia y Libera,Garay
-37.981485,-57.6003789,2023-01-01,Asiste Policia y Libera,Termas De Rio Hondo
-38.015697,-57.5614269,2023-01-01,Asiste Policia y Libera,Quintana
-38.012391,-57.5503219,2023-01-01,Asiste Policia y Libera,Alvarado
-37.969967,-57.5982223,2023-01-01,Asiste Policia y Libera,Suarez
-37.981392,-57.5443845,2023-01-01,Asiste Policia y Libera,Falkner
-37.983403,-57.607646,2023-01-01,Persecucion Y Perdida,Estado De Israel
-37.998513,-57.546153,2023-01-01,Asiste Policia y Libera,San Luis
-38.024389,-57.5676037,2023-01-01,Asiste Policia y Libera,Gaboto
-38.02922,-57.58346,2023-01-01,Asiste Policia y Libera,Arana Y Goiri
-38.015697,-57.5614269,2023-01-01,Hallazgo Automotor,San Luis
-37.969243,-57.5905714,2023-01-01,Asiste Inspeccion General,Libertad
-37.998955,-57.5479019,2023-01-01,Asiste Policia y Libera,San Martin
-37.99639,-57.55293,2023-01-01,No Asiste,San Martin
-38.00127,-57.5455517,2023-01-01,Detencion,Santa Fe
-38.00127,-57.5455517,2023-01-01,No Asiste,Santa Fe
-37.988055,-57.6028106,2023-01-01,Hallazgo Automotor,Remedios De Escalada
-38.02549,-57.5310174,2023-01-01,Asiste Policia y Libera,Patricio Peralta Ramos
-37.969243,-57.5905714,2023-01-01,Asiste Policia y Libera,Arturo Alio
-38.024803,-57.5547351,2023-01-01,Asiste Policia y Libera,Larrea
-37.997893,-57.5470348,2023-01-01,No Asiste,Venticinco de 05
-37.965546,-57.5534873,2023-01-01,Detencion,Constitucion
-38.028355,-57.5339843,2023-01-01,Asiste Policia y Libera,Saavedra
-38.003574,-57.5431804,2023-01-01,Asiste Policia y Libera,Belgrano
-37.989941,-57.5452102,2023-01-01,Asiste Policia y Libera,Chacabuco
-37.963093,-57.5406799,2023-01-01,Asiste Policia y Libera,Miguel De Unamuno
-37.987956,-57.5491083,2023-01-01,No Asiste,Avenida Independencia
-38.0189,-57.5711611,2023-01-01,Asiste Policia y Libera,Avenida Independencia
-38.056516,-57.6109001,2023-01-01,Asiste Policia y Libera,Chuyantuya Cacique
-38.014813,-57.5767165,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-37.992208,-57.5452828,2023-01-01,Asiste Policia y Libera,Avenida Patricio Peralta Ramos
-37.997898,-57.5612653,2023-01-01,Se Realiza Seguimiento del Evento,Veinte de Setiembre
-38.06181,-57.5594183,2023-01-01,Asiste Policia y Libera,Mosconi Enrique C. General
-38.009231,-57.5477932,2023-01-01,Asiste Policia y Libera,Esteban Gascon
-38.035406,-57.5910995,2023-01-01,Asiste Policia y Libera,Genova
-38.005856,-57.5423229,2023-01-01,Asiste Policia y Libera,Arenales
-37.970982,-57.5651146,2023-01-01,Asiste Policia y Libera,Ricardo Palma
-37.986354,-57.5705099,2023-01-01,No Asiste,Avenida Juan Hector Jara
-38.006956,-57.5871294,2023-01-01,Asiste Policia y Libera,Guillermo Marconi Ingeniero
-38.068855,-57.5734051,2023-01-01,Secuestro De Vehiculo,Newbery J.
-37.997893,-57.5470348,2023-01-01,Detencion,Juan Bautista Alberdi
-37.997093,-57.5491867,2023-01-01,Asiste Policia y Libera,Hipolito Yrigoyen
-38.001973,-57.5531637,2023-01-01,Asiste Policia y Libera,Hipolito Yrigoyen
-38.029913,-57.5808377,2023-01-01,Hallazgo Automotor,Juan Bautista Azopardo
-38.007046,-57.5914089,2023-01-01,Secuestro De Vehiculo,Rotonda Del Lago
-38.032577,-57.5876566,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-37.995449,-57.5478602,2023-01-01,Asiste Policia y Libera,Nueve de Julio
-38.00965,-57.54249,2023-01-01,Detencion,Falucho
-38.036407,-57.5429809,2023-01-01,Asiste Policia y Libera,Vicente Lopez
-37.955461,-57.5736162,2023-01-01,Asiste Policia y Libera,Zuviria Martinez Gustavo
-38.003574,-57.5431804,2023-01-01,Asiste Policia y Libera,Belgrano
-38.008257,-57.5385752,2023-01-01,Asiste Policia y Libera,Olavarria
-38.034049,-57.5928098,2023-01-01,Hallazgo Automotor,Roca 07 Argentino General
-37.970933,-57.6144444,2023-01-01,Asiste Policia y Libera,Canada
-37.981485,-57.6003789,2023-01-01,Asiste Policia y Libera,Alberti Manuel
-38.017509,-57.544613,2023-01-01,Asiste Policia y Libera,San Lorenzo
-37.976644,-57.5964005,2023-01-01,Se Realiza Seguimiento del Evento,Rivadavia
-37.97174,-57.6038747,2023-01-01,Asiste Policia y Libera,Luciano Arrue
-38.048789,-57.5766912,2023-01-01,Detencion,Comunidad Foral De Navarra
-37.959905,-57.5646017,2023-01-01,Asiste Policia y Libera,Ricardo Rojas
-37.996078,-57.5512087,2023-01-01,Hallazgo Automotor,Avenida Pedro Luro
-37.997962,-57.5542638,2023-01-01,Asiste Policia y Libera,Belgrano
-37.9638,-57.5435512,2023-01-01,Asiste Policia y Libera,Pascual Mugaburu
-38.04321,-57.5683519,2023-01-01,Asiste Policia y Libera,Arana Y Goiri
-37.994757,-57.5939323,2023-01-01,Asiste Policia y Libera,Primera Junta
-38.03136,-57.5963607,2023-01-01,Asiste Policia y Libera,Friuli
-37.992208,-57.5452828,2023-01-01,Asiste Policia y Libera,Chacabuco
-38.004888,-57.5541312,2023-01-01,Asiste Policia y Libera,Hipolito Yrigoyen
-38.001464,-57.542916,2023-01-01,Asiste Policia y Libera,Rivadavia
-38.013034,-57.5424318,2023-01-01,Detencion,Rawson
-38.028355,-57.5339843,2023-01-01,Detencion,Matheu Domingo
-38.040703,-57.5423252,2023-01-01,No Asiste,Guardavidas Guillermo Volpe
-38.026717,-57.5351605,2023-01-01,Asiste Policia y Libera,Saavedra Cornelio
-38.003964,-57.5846452,2023-01-01,Detencion,Avellaneda Nicolas
-37.946987,-57.550261,2023-01-01,Asiste Policia y Libera,Caseros
-37.997962,-57.5542638,2023-01-01,Persecucion Y Detencion,La Rioja
-37.951647,-57.5988641,2023-01-01,Asiste Policia y Libera,Eduardo Wilde
-37.976319,-57.590468,2023-01-01,Asiste Policia y Libera,Paula Albarracin
-37.9638,-57.5435512,2023-01-01,Asiste Policia y Libera,Pascual Mugaburu
-38.014816,-57.5721925,2023-01-01,Asiste Policia y Libera,Primera Junta
-38.011749,-57.5427843,2023-01-01,Asiste CPM,Rawson
-37.987956,-57.5491083,2023-01-01,Asiste Policia y Libera,Jujuy
-38.008257,-57.5385752,2023-01-01,Asiste Policia y Libera,Las Heras
-38.016362,-57.5690794,2023-01-01,Asiste Policia y Libera,Laprida
-38.003361,-57.5529726,2023-01-01,Asiste Policia y Libera,Mitre Bartolome
-37.976319,-57.590468,2023-01-01,Asiste Policia y Libera,Estado De Israel
-38.010241,-57.5457799,2023-01-01,No Asiste,Lamadrid
-37.936894,-57.5496941,2023-01-01,Asiste Policia y Libera,Cura Brochero
-38.00127,-57.5455517,2023-01-01,Asiste Policia y Libera,Rondeau
-38.060584,-57.5712209,2023-01-01,Hallazgo Automotor,Tomas Alva Edison
-37.988533,-57.5750912,2023-01-01,Asiste Policia y Libera,Baldomero Fernandez Moreno
-38.004872,-57.5740178,2023-01-01,Asiste Policia y Libera,Rodriguez Pe̱a
-37.997762,-57.601142,2023-01-01,Asiste Policia y Libera,Solis
-38.00126,-57.5569,2023-01-01,Hallazgo Automotor,Brown Almirante
-38.037389,-57.5849601,2023-01-01,Asiste Policia y Libera,Luis Dellepiane
-37.978019,-57.6005163,2023-01-01,Asiste Policia y Libera,Brown Almirante
-38.00127,-57.5455517,2023-01-01,Asiste Policia y Libera,Mitre Bartolome
-37.991077,-57.6081559,2023-01-01,Asiste Policia y Libera,Arturo Alio
-37.981392,-57.5443845,2023-01-01,Asiste Policia y Libera,Avenida Patricio Peralta Ramos
-37.98042,-57.60247,2023-01-01,Asiste Policia y Libera,Esteban Gascon
-38.031497,-57.5545189,2023-01-01,Se Realiza Seguimiento del Evento,San Lorenzo
-38.029913,-57.5808377,2023-01-01,Hallazgo Automotor,Juan Bautista Azopardo
-37.999032,-57.5521837,2023-01-01,Asiste Policia y Libera,La Rioja
-37.995545,-57.5522649,2023-01-01,Asiste Policia y Libera,Avenida Independencia
-38.02715,-57.5810893,2023-01-01,Asiste Policia y Libera,Casildo Villar
-37.981485,-57.6003789,2023-01-01,Persecucion Y Perdida,Rawson
-37.997633,-57.5795038,2023-01-01,Asiste Policia y Libera,Alvarado Rudecindo
-38.032407,-57.5569641,2023-01-01,Asiste Policia y Libera,Cerrito
-37.98228,-57.5784575,2023-01-01,Asiste Policia y Libera,Tres de 02
-38.02715,-57.5810893,2023-01-01,Asiste Policia y Libera,Avenida Vertiz
-38.02715,-57.5810893,2023-01-01,Asiste Policia y Libera,Avenida Vertiz
-37.967634,-57.5495718,2023-01-01,Asiste Policia y Libera,Chubut
-38.006448,-57.5441499,2023-01-01,Asiste Policia y Libera,Arenales
-37.999872,-57.6086476,2023-01-01,Asiste Policia y Libera,Ciudad De San Cayetano
-38.04121,-57.5675736,2023-01-01,Asiste Policia y Libera,Juan Bautista Azopardo
-37.952561,-57.588342,2023-01-01,Asiste Policia y Libera,Eduardo Bradley
-37.991077,-57.6081559,2023-01-01,Asiste Policia y Libera,Carlos Gardel
-38.001664,-57.5941266,2023-01-01,Asiste Policia y Libera,Andres Mac Gaul
-38.033857,-57.5661656,2023-01-01,No Asiste,Los Platanos
-38.016949,-57.5739063,2023-01-01,Secuestro De Vehiculo,Avenida Independencia
-38.00499,-57.54719,2023-01-01,Asiste Policia y Libera,Avenida Colon
-38.024389,-57.5676037,2023-01-01,Asiste Policia y Libera,Gaboto
-38.000392,-57.5562156,2023-01-01,Persecucion Y Perdida,Avenida Independencia
-37.997962,-57.5542638,2023-01-01,Asiste Policia y Libera,Moreno
-38.035406,-57.5910995,2023-01-01,Asiste Policia y Libera,Puan
-38.013278,-57.575201,2023-01-01,Persecucion Y Detencion,Matheu Domingo
-37.969243,-57.5905714,2023-01-01,Asiste Policia y Libera,Arturo Alio
-37.932353,-57.5315803,2023-01-01,Asiste Policia y Libera,Scaglia Lorenzo
-38.005856,-57.5423229,2023-01-01,Detencion,Bolivar
-37.997962,-57.5542638,2023-01-01,No Asiste,Avenida Independencia
-37.965546,-57.5534873,2023-01-01,Asiste Policia y Libera,Carlos Tejedor
-38.014816,-57.5721925,2023-01-01,Asiste Policia y Libera,Salta
-38.010241,-57.5457799,2023-01-01,Asiste Policia y Libera,Alberti Manuel
-37.969243,-57.5905714,2023-01-01,Asiste Policia y Libera,Avenida Libertad
-38.021721,-57.5796599,2023-01-01,No Asiste,Lisandro De La Torre
-37.997633,-57.5795038,2023-01-01,Asiste Policia y Libera,Alvarado Rudecindo
-38.005719,-57.5957701,2023-01-01,Asiste Policia y Libera,Reforma Universitaria
-37.996752,-57.5475205,2023-01-01,Asiste Policia y Libera,Venticinco de 05
-38.010088,-57.5371577,2023-01-01,Asiste Policia y Libera,Falucho
-37.999737,-57.5841185,2023-01-01,Asiste Policia y Libera,Uruguay
-38.048789,-57.5766912,2023-01-01,Asiste Policia y Libera,Marcelo T. De Alvear
-38.023376,-57.6069329,2023-01-01,Detencion,Juan Gutenberg
-38.021462,-57.5323329,2023-01-01,Asiste Policia y Libera,Bernardo De Irigoyen
-37.998955,-57.5479019,2023-01-01,Asiste Policia y Libera,San Martin
-38.012322,-57.5800793,2023-01-01,Asiste Policia y Libera,Funes Gregorio
-38.014813,-57.5767165,2023-01-01,Asiste Policia y Libera,Magallanes
-38.052473,-57.5613839,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-38.033686,-57.6068292,2023-01-01,Asiste Policia y Libera,Pehuajo
-37.987171,-57.5823898,2023-01-01,Asiste Policia y Libera,Malvinas
-38.016949,-57.5739063,2023-01-01,Asiste Policia y Libera,Almafuerte
-38.031494,-57.5503102,2023-01-01,Asiste Policia y Libera,O'higgins
-38.008918,-57.6138226,2023-01-01,Asiste Policia y Libera,De La Plaza Fortunato
-38.0189,-57.5711611,2023-01-01,Asiste Policia y Libera,Avenida Independencia
-38.048789,-57.5766912,2023-01-01,Asiste Policia y Libera,Juan Gutenberg
-38.016949,-57.5739063,2023-01-01,Asiste Policia y Libera,Espa̱a
-38.016492,-57.5827392,2023-01-01,Asiste Policia y Libera,Americo Raul Canosa
-37.981458,-57.5665035,2023-01-01,Asiste Policia y Libera,Francia
-37.99873,-57.58611,2023-01-01,Persecucion Y Detencion,Rodriguez Pe̱a
-37.95795,-57.6266578,2023-01-01,Asiste Policia y Libera,Ramon Carrillo
-37.98679,-57.5650311,2023-01-01,Asiste Policia y Libera,Neuquen
-38.012703,-57.5364973,2023-01-01,Asiste Policia y Libera,Viamonte
-37.987956,-57.5491083,2023-01-01,Asiste Policia y Libera,Jujuy
-38.017478,-57.6198932,2023-01-01,Asiste Policia y Libera,Avenida Victorio Tetamanti
-38.077622,-57.543899,2023-01-01,Asiste Policia y Libera,Cayetano Rodriguez
-38.041544,-57.5482786,2023-01-01,Asiste Policia y Libera,Jose Dutto Padre
-37.978182,-57.5863716,2023-01-01,Asiste Policia y Libera,Bordabehere Enzo
-38.006956,-57.5871294,2023-01-01,Asiste Policia y Libera,Avenida Juan B. Justo
-38.099408,-57.5581061,2023-01-01,Asiste Policia y Libera,Toscana
-38.044652,-57.5717256,2023-01-01,Asiste Policia y Libera,Luis Agote
-38.008048,-57.576591,2023-01-01,Asiste Policia y Libera,Matheu Domingo
-38.013544,-57.5568695,2023-01-01,Asiste Policia y Libera,Cordoba
-37.983852,-57.6022941,2023-01-01,Asiste Policia y Libera,Garay Juan De
-38.01564,-57.5416617,2023-01-01,Asiste Policia y Libera,Alvear Carlos Maria De
-38.010241,-57.5457799,2023-01-01,Detencion,Las Heras
-38.014331,-57.5420614,2023-01-01,Detencion,Garay Juan De
-38.001973,-57.5531637,2023-01-01,Asiste Policia y Libera,Brown Almirante
-38.041544,-57.5482786,2023-01-01,Asiste Policia y Libera,Doce de 10
-38.015127,-57.596984,2023-01-01,Secuestro De Vehiculo,Azcuenaga
-38.016492,-57.5827392,2023-01-01,Asiste Policia y Libera,San Salvador
-38.006448,-57.5441499,2023-01-01,Asiste Policia y Libera,Buenos Aires
-38.006021,-57.5805489,2023-01-01,Asiste Policia y Libera,Almafuerte
-37.995545,-57.5522649,2023-01-01,Asiste Policia y Libera,Venticinco de 05
-37.998955,-57.5479019,2023-01-01,Asiste Policia y Libera,San Martin
-38.028558,-57.6331811,2023-01-01,Asiste Policia y Libera,Silvestre Tohel
-37.996078,-57.5512087,2023-01-01,Asiste Policia y Libera,Catamarca
-37.995328,-57.5663126,2023-01-01,Asiste Policia y Libera,Olazabal Felix De
-38.030205,-57.569149,2023-01-01,Asiste Policia y Libera,Jose Garibaldi
